Tipo,Orgao,DataCriacao,Assunto,Subdivisao,Situacao,Logradouro,Bairro,Regional,DataResposta,Origem,source_year
Reclamação,Secretaria do Governo Municipal,17/02/2025,Drenagem,Alagamentos,Concluído,Santa Gema Galgani,BARREIRINHA,Unidade Regional Boa Vista,24/07/2025,Portal,2025
Solicitação,Secretaria do Governo Municipal,18/02/2025,Drenagem,Alagamentos,Concluído,Ayrton Luciano Franco,SANTA CANDIDA,Unidade Regional Boa Vista,22/04/2025,Portal,2025
Solicitação,Secretaria do Governo Municipal,19/02/2025,Drenagem,Alagamentos,Concluído,RUA SALVADOR DE MAURO,PILARZINHO,Unidade Regional Boa Vista,21/02/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,12/03/2025,Drenagem,Alagamentos,Concluído,Rua Colômbia,BACACHERI,Unidade Regional Boa Vista,19/05/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,18/03/2025,Drenagem,Alagamentos,Concluído,Rio Tietê,BAIRRO ALTO,Unidade Regional Boa Vista,21/05/2025,Portal,2025
Solicitação,Secretaria do Governo Municipal,19/03/2025,Drenagem,Alagamentos,Concluído,RUA ANTONIO CANDIDO CAVALIM,BAIRRO ALTO,Unidade Regional Boa Vista,21/03/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,20/03/2025,Drenagem,Alagamentos,Concluído,RUA DAVID GERONASSO,BOA VISTA,Unidade Regional Boa Vista,21/03/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,21/03/2025,Drenagem,Alagamentos,Concluído,Doutor Benedito Amorim,SANTA CANDIDA,Unidade Regional Boa Vista,02/06/2025,Portal,2025
Solicitação,Secretaria do Governo Municipal,08/06/2025,Drenagem,Alagamentos,Concluído,RUA COLÔMBIA,BACACHERI,Unidade Regional Boa Vista,16/06/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,26/06/2025,Drenagem,Alagamentos,Concluído,RUA DINARTE DE JESUS,PILARZINHO,Unidade Regional Boa Vista,26/06/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,07/07/2025,Drenagem,Alagamentos,Concluído,RUA ODETE FATUCH,BACACHERI,Unidade Regional Boa Vista,08/07/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,08/07/2025,Drenagem,Alagamentos,Concluído,Rua Patativa,SANTA CANDIDA,Unidade Regional Boa Vista,09/07/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,25/07/2025,Drenagem,Alagamentos,Concluído,RUA ODILON SANTANA GOMES,PILARZINHO,Unidade Regional Boa Vista,25/07/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,06/08/2025,Drenagem,Alagamentos,Concluído,RUA ODETE FATUCH,BACACHERI,Unidade Regional Boa Vista,08/08/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,08/08/2025,Drenagem,Alagamentos,Concluído,RUA JACOB PAYKALA,ATUBA,Unidade Regional Boa Vista,08/08/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,20/10/2025,Drenagem,Alagamentos,Concluído,RUA DESEMBARGADOR MANOEL DE LACERDA PINTO,BACACHERI,Unidade Regional Boa Vista,22/10/2025,Telefone,2025
Denúncia,Secretaria do Governo Municipal,11/01/2025,Drenagem,Alagamentos,Concluído,Jordânia,CAJURU,Unidade Regional Cajuru,14/01/2025,Portal,2025
Solicitação,Secretaria do Governo Municipal,20/01/2025,Drenagem,Alagamentos,Concluído,Sofia Bora,UBERABA,Unidade Regional Cajuru,07/04/2025,Portal,2025
Solicitação,Secretaria do Governo Municipal,22/01/2025,Drenagem,Alagamentos,Concluído,Rua Manoela Stier Reiss,UBERABA,Unidade Regional Cajuru,28/01/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,22/01/2025,Drenagem,Alagamentos,Concluído,Rua Manoela Stier Reiss,UBERABA,Unidade Regional Cajuru,28/01/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,22/01/2025,Drenagem,Alagamentos,Concluído,RUA MANOELA STIER REISS,UBERABA,Unidade Regional Cajuru,28/01/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,22/01/2025,Drenagem,Alagamentos,Concluído,RUA MANOELA STIER REISS,UBERABA,Unidade Regional Cajuru,28/01/2025,Telefone,2025
Reclamação,Secretaria do Governo Municipal,22/01/2025,Drenagem,Alagamentos,Concluído,Rua Manoela Stier Reiss,UBERABA,Unidade Regional Cajuru,28/01/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,28/01/2025,Drenagem,Alagamentos,Concluído,Rua Arlindo Natal,UBERABA,Unidade Regional Cajuru,05/02/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,28/01/2025,Drenagem,Alagamentos,Concluído,Rua Índia,CAJURU,Unidade Regional Cajuru,03/02/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,28/01/2025,Drenagem,Alagamentos,Concluído,RUA CELSO CESAR OSTERNACK,CAJURU,Unidade Regional Cajuru,30/01/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,28/01/2025,Drenagem,Alagamentos,Concluído,Rua Maceió,CAJURU,Unidade Regional Cajuru,30/01/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,28/01/2025,Drenagem,Alagamentos,Concluído,RUA CID JOSÉ DOS SANTOS,UBERABA,Unidade Regional Cajuru,03/02/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,28/01/2025,Drenagem,Alagamentos,Concluído,RUA NITEROI,CAJURU,Unidade Regional Cajuru,29/01/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,28/01/2025,Drenagem,Alagamentos,Concluído,Salvador,CAJURU,Unidade Regional Cajuru,31/01/2025,Portal,2025
Solicitação,Secretaria do Governo Municipal,28/01/2025,Drenagem,Alagamentos,Concluído,Monsenhor Dunand,UBERABA,Unidade Regional Cajuru,27/02/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,28/01/2025,Drenagem,Alagamentos,Concluído,Rua Osmário de Lima,CAPAO DA IMBUIA,Unidade Regional Cajuru,30/01/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,28/01/2025,Drenagem,Alagamentos,Concluído,RUA CAJÁ-MANGA,UBERABA,Unidade Regional Cajuru,31/01/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,28/01/2025,Drenagem,Alagamentos,Concluído,Rua Etiópia,CAJURU,Unidade Regional Cajuru,05/02/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,28/01/2025,Drenagem,Alagamentos,Concluído,RUA PROFESSORA ANTÔNIA REGINATO VIANNA,CAPAO DA IMBUIA,Unidade Regional Cajuru,30/01/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,28/01/2025,Drenagem,Alagamentos,Concluído,RUA CAPITÃO VARASSIN,CAPAO DA IMBUIA,Unidade Regional Cajuru,30/01/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,28/01/2025,Drenagem,Alagamentos,Concluído,RUA CASIMIRO TOSI,CAPAO DA IMBUIA,Unidade Regional Cajuru,30/01/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,28/01/2025,Drenagem,Alagamentos,Concluído,Rua Laurentino Rosa Dos Santos,CAJURU,Unidade Regional Cajuru,11/02/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,28/01/2025,Drenagem,Alagamentos,Concluído,Rua Professora Antônia Reginato Vianna,CAPAO DA IMBUIA,Unidade Regional Cajuru,03/02/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,28/01/2025,Drenagem,Alagamentos,Concluído,Rua Doutor João Luiz Bettega,CAJURU,Unidade Regional Cajuru,30/01/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,28/01/2025,Drenagem,Alagamentos,Concluído,RUA MANOELA STIER REISS - UMS ALVORADA PSF,UBERABA,Unidade Regional Cajuru,13/05/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,28/01/2025,Drenagem,Alagamentos,Concluído,RUA DOUTOR JOÃO LUIZ BETTEGA,CAJURU,Unidade Regional Cajuru,31/01/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,28/01/2025,Drenagem,Alagamentos,Concluído,Rua Professora Leoni Idazima Fila do Nascimento,CAJURU,Unidade Regional Cajuru,31/01/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,28/01/2025,Drenagem,Alagamentos,Concluído,Edgard de Alencar Guimarães,CAJURU,Unidade Regional Cajuru,03/02/2025,Portal,2025
Solicitação,Secretaria do Governo Municipal,31/01/2025,Drenagem,Alagamentos,Concluído,RUA SANTO ANÍBAL MARIA DIFRANCIA,UBERABA,Unidade Regional Cajuru,05/02/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,31/01/2025,Drenagem,Alagamentos,Concluído,Rua Tranquilo Saragiotto,CAJURU,Unidade Regional Cajuru,06/02/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,31/01/2025,Drenagem,Alagamentos,Concluído,Rua Ladislau Smak,UBERABA,Unidade Regional Cajuru,05/02/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,31/01/2025,Drenagem,Alagamentos,Concluído,RUA NATAL,CAJURU,Unidade Regional Cajuru,05/02/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,31/01/2025,Drenagem,Alagamentos,Concluído,RUA SALVADOR,CAJURU,Unidade Regional Cajuru,05/02/2025,Chat,2025
Solicitação,Secretaria do Governo Municipal,31/01/2025,Drenagem,Alagamentos,Concluído,Rua Natal,CAJURU,Unidade Regional Cajuru,05/02/2025,Chat,2025
Reclamação,Secretaria do Governo Municipal,01/02/2025,Drenagem,Alagamentos,Concluído,Manoel Máximo dos Santos,CAJURU,Unidade Regional Cajuru,06/02/2025,Portal,2025
Solicitação,Secretaria do Governo Municipal,01/02/2025,Drenagem,Alagamentos,Concluído,Rua Avelino Mantovani,UBERABA,Unidade Regional Cajuru,06/02/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,03/02/2025,Drenagem,Alagamentos,Concluído,Nagib da Silva,CAJURU,Unidade Regional Cajuru,06/02/2025,Portal,2025
Solicitação,Secretaria do Governo Municipal,03/02/2025,Drenagem,Alagamentos,Concluído,RUA ALETE DACHEAUX STORI,JARDIM DAS AMERICAS,Unidade Regional Cajuru,06/02/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,03/02/2025,Drenagem,Alagamentos,Concluído,RUA ARAGUAIA,CAPAO DA IMBUIA,Unidade Regional Cajuru,06/02/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,03/02/2025,Drenagem,Alagamentos,Concluído,RUA CAJA-MANGA,UBERABA,Unidade Regional Cajuru,25/02/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,05/02/2025,Drenagem,Alagamentos,Concluído,Aviador Armin Buhrer,UBERABA,Unidade Regional Cajuru,06/02/2025,Portal,2025
Solicitação,Secretaria do Governo Municipal,12/02/2025,Drenagem,Alagamentos,Concluído,RUA JÚLIO WISCHRAL,UBERABA,Unidade Regional Cajuru,21/02/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,13/02/2025,Drenagem,Alagamentos,Concluído,RUA PADRE ARNALDO JANSSEN,CAJURU,Unidade Regional Cajuru,20/02/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,13/02/2025,Drenagem,Alagamentos,Concluído,RUA PAULO DE FRONTIN,CAJURU,Unidade Regional Cajuru,18/02/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,13/02/2025,Drenagem,Alagamentos,Concluído,Rua José Demeterco,CAJURU,Unidade Regional Cajuru,23/05/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,13/02/2025,Drenagem,Alagamentos,Concluído,Rua Carlota Pereira de Queiroz,CAJURU,Unidade Regional Cajuru,14/02/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,13/02/2025,Drenagem,Alagamentos,Concluído,RUA CUIABÁ,CAJURU,Unidade Regional Cajuru,17/02/2025,Telefone,2025
Recadastro,Secretaria do Governo Municipal,13/02/2025,Drenagem,Alagamentos,Concluído,Rua Etiópia,CAJURU,Unidade Regional Cajuru,27/02/2025,Telefone,2025
Recadastro,Secretaria do Governo Municipal,13/02/2025,Drenagem,Alagamentos,Concluído,RUA ARAGUAIA,CAPAO DA IMBUIA,Unidade Regional Cajuru,25/02/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,13/02/2025,Drenagem,Alagamentos,Concluído,Rua Germânia,CAJURU,Unidade Regional Cajuru,17/02/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,13/02/2025,Drenagem,Alagamentos,Concluído,RUA NATAL,CAJURU,Unidade Regional Cajuru,17/02/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,13/02/2025,Drenagem,Alagamentos,Concluído,Rua Aviador Armin Buhrer,UBERABA,Unidade Regional Cajuru,23/04/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,13/02/2025,Drenagem,Alagamentos,Concluído,Rua Pastor Nilson do Amaral Fanin,CAJURU,Unidade Regional Cajuru,19/02/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,13/02/2025,Drenagem,Alagamentos,Concluído,Rua Gabirobas,UBERABA,Unidade Regional Cajuru,08/05/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,14/02/2025,Drenagem,Alagamentos,Concluído,Rua Doutor Ozéas Saraiva de Araújo,UBERABA,Unidade Regional Cajuru,21/02/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,15/02/2025,Drenagem,Alagamentos,Concluído,Fortaleza,CAJURU,Unidade Regional Cajuru,21/02/2025,Portal,2025
Reclamação,Secretaria do Governo Municipal,17/02/2025,Drenagem,Alagamentos,Concluído,AVENIDA COMENDADOR FRANCO,UBERABA,Unidade Regional Cajuru,25/02/2025,Portal,2025
Solicitação,Secretaria do Governo Municipal,18/02/2025,Drenagem,Alagamentos,Concluído,RUA CUIABÁ,CAJURU,Unidade Regional Cajuru,25/02/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,18/02/2025,Drenagem,Alagamentos,Concluído,Rua Nicácio Riquelme,CAPAO DA IMBUIA,Unidade Regional Cajuru,10/04/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,18/02/2025,Drenagem,Alagamentos,Concluído,Doutor Hamilton Dybowicz,UBERABA,Unidade Regional Cajuru,21/02/2025,Portal,2025
Solicitação,Secretaria do Governo Municipal,18/02/2025,Drenagem,Alagamentos,Concluído,Rua Arlindo Natal,UBERABA,Unidade Regional Cajuru,19/02/2025,Chat,2025
Solicitação,Secretaria do Governo Municipal,18/02/2025,Drenagem,Alagamentos,Concluído,Rua Francisco José Martin,UBERABA,Unidade Regional Cajuru,19/02/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,18/02/2025,Drenagem,Alagamentos,Concluído,General Polli Coelho,TARUMA,Unidade Regional Cajuru,27/02/2025,Portal,2025
Solicitação,Secretaria do Governo Municipal,18/02/2025,Drenagem,Alagamentos,Concluído,Armando Della Bianca,CAJURU,Unidade Regional Cajuru,10/06/2025,Portal,2025
Solicitação,Secretaria do Governo Municipal,18/02/2025,Drenagem,Alagamentos,Concluído,Rua José Hauer,UBERABA,Unidade Regional Cajuru,19/02/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,18/02/2025,Drenagem,Alagamentos,Concluído,Rua Doutor Urbano Toniolo,CAJURU,Unidade Regional Cajuru,21/02/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,18/02/2025,Drenagem,Alagamentos,Concluído,Rua Arlindo Natal,UBERABA,Unidade Regional Cajuru,19/02/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,18/02/2025,Drenagem,Alagamentos,Concluído,Rua Pedro Saturnino,UBERABA,Unidade Regional Cajuru,19/02/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,18/02/2025,Drenagem,Alagamentos,Concluído,RUA CUIABÁ,CAJURU,Unidade Regional Cajuru,22/05/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,18/02/2025,Drenagem,Alagamentos,Concluído,Rua Etiópia,CAJURU,Unidade Regional Cajuru,06/03/2025,Telefone,2025
Reclamação,Secretaria do Governo Municipal,19/02/2025,Drenagem,Alagamentos,Concluído,Reverendo Raul Rodrigues de Castro,CAJURU,Unidade Regional Cajuru,19/02/2025,Portal,2025
Solicitação,Secretaria do Governo Municipal,19/02/2025,Drenagem,Alagamentos,Concluído,RUA ANTONIO MOREIRA LOPES,CAJURU,Unidade Regional Cajuru,16/09/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,27/02/2025,Drenagem,Alagamentos,Concluído,RUA SANTO ANÍBAL MARIA DI FRANCIA,UBERABA,Unidade Regional Cajuru,28/02/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,27/02/2025,Drenagem,Alagamentos,Concluído,Rua Marechal Cardoso Júnior,JARDIM DAS AMERICAS,Unidade Regional Cajuru,06/03/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,06/03/2025,Drenagem,Alagamentos,Concluído,RUA ADÃO LAURO VARGAS,UBERABA,Unidade Regional Cajuru,08/05/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,09/03/2025,Drenagem,Alagamentos,Concluído,RUA TENENTE CORONEL BENJAMIN LAGE,UBERABA,Unidade Regional Cajuru,10/03/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,18/03/2025,Drenagem,Alagamentos,Concluído,RUA ADY LOBO SOTTO MAIOR,CAJURU,Unidade Regional Cajuru,30/04/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,10/04/2025,Drenagem,Alagamentos,Concluído,RUA SILVIO DA MAIA MOREIRA,UBERABA,Unidade Regional Cajuru,14/04/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,21/05/2025,Drenagem,Alagamentos,Concluído,Rua Reinaldo Issberner,CAJURU,Unidade Regional Cajuru,23/05/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,04/07/2025,Drenagem,Alagamentos,Concluído,Leonardo Gelinski,CAJURU,Unidade Regional Cajuru,14/07/2025,Portal,2025
Solicitação,Secretaria do Governo Municipal,15/08/2025,Drenagem,Alagamentos,Concluído,RUA SANTO AGOSTINHO,CAJURU,Unidade Regional Cajuru,21/08/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,24/01/2025,Drenagem,Alagamentos,Concluído,Rua Celeste Tortato Gabardo,SITIO CERCADO,Unidade Regional Bairro Novo,24/02/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,28/01/2025,Drenagem,Alagamentos,Concluído,Profeta Elizeu,UMBARA,Unidade Regional Bairro Novo,24/02/2025,Portal,2025
Solicitação,Secretaria do Governo Municipal,29/01/2025,Drenagem,Alagamentos,Concluído,Profeta Elizeu,UMBARA,Unidade Regional Bairro Novo,17/03/2025,Portal,2025
Reclamação,Secretaria do Governo Municipal,30/01/2025,Drenagem,Alagamentos,Concluído,RUA PROFESSOR JOÃO POECK,SITIO CERCADO,Unidade Regional Bairro Novo,24/02/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,03/02/2025,Drenagem,Alagamentos,Concluído,Rua Doutor Carlos Franco Ferreira da Costa,SITIO CERCADO,Unidade Regional Bairro Novo,13/03/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,13/02/2025,Drenagem,Alagamentos,Concluído,RUA OURIZONA,SITIO CERCADO,Unidade Regional Bairro Novo,19/02/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,18/02/2025,Drenagem,Alagamentos,Concluído,RUA CAMBÉ,SITIO CERCADO,Unidade Regional Bairro Novo,28/04/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,07/04/2025,Drenagem,Alagamentos,Concluído,RUA AGUDOS DO SUL,SITIO CERCADO,Unidade Regional Bairro Novo,10/04/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,13/04/2025,Drenagem,Alagamentos,Concluído,Rua Deputado Sinval Martins Araújo,GANCHINHO,Unidade Regional Bairro Novo,28/04/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,13/04/2025,Drenagem,Alagamentos,Concluído,RUA DEPUTADO SINVAL MARTINS ARAÚJO,GANCHINHO,Unidade Regional Bairro Novo,28/04/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,31/07/2025,Drenagem,Alagamentos,Concluído,RUA FRANCISCO CLAUDINO FERREIRA,SITIO CERCADO,Unidade Regional Bairro Novo,12/08/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,20/08/2025,Drenagem,Alagamentos,Concluído,RUA PROFESSOR MILTON VIANNA,SITIO CERCADO,Unidade Regional Bairro Novo,01/09/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,27/08/2025,Drenagem,Alagamentos,Concluído,RUA SANT ANA DO ITARARÉ,SITIO CERCADO,Unidade Regional Bairro Novo,02/09/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,29/09/2025,Drenagem,Alagamentos,Concluído,Antônio Schwartz,SITIO CERCADO,Unidade Regional Bairro Novo,13/10/2025,Portal,2025
Solicitação,Secretaria do Governo Municipal,27/10/2025,Drenagem,Alagamentos,Concluído,Rua Vereador Ângelo Burbello,UMBARA,Unidade Regional Bairro Novo,11/11/2025,Telefone,2025
Solicitação,Secretaria Municipal de Obras Públicas,24/01/2025,Drenagem,Alagamentos,Concluído,Rua Frederico Cantarelli,BIGORRILHO,Unidade Regional Matriz,27/01/2025,Chat,2025
Solicitação,Secretaria Municipal de Obras Públicas,28/01/2025,Drenagem,Alagamentos,Concluído,Oyapock,CRISTO REI,Unidade Regional Matriz,07/02/2025,Portal,2025
Solicitação,Secretaria Municipal de Obras Públicas,28/01/2025,Drenagem,Alagamentos,Concluído,RUA CAMÕES,HUGO LANGE,Unidade Regional Matriz,07/02/2025,Telefone,2025
Solicitação,Secretaria Municipal de Obras Públicas,18/02/2025,Drenagem,Alagamentos,Concluído,Rua Professor Brandão,ALTO DA RUA XV,Unidade Regional Matriz,17/03/2025,Telefone,2025
Solicitação,Secretaria Municipal de Obras Públicas,18/02/2025,Drenagem,Alagamentos,Concluído,RUA CHICHORRO JÚNIOR,CABRAL,Unidade Regional Matriz,14/03/2025,Telefone,2025
Solicitação,Secretaria Municipal de Obras Públicas,18/02/2025,Drenagem,Alagamentos,Concluído,Fernandes de Barros,CRISTO REI,Unidade Regional Matriz,12/03/2025,Portal,2025
Reclamação,Secretaria Municipal de Obras Públicas,26/02/2025,Drenagem,Alagamentos,Concluído,Henrique Itiberê da Cunha,BOM RETIRO,Unidade Regional Matriz,08/04/2025,Portal,2025
Reclamação,Secretaria Municipal de Obras Públicas,26/02/2025,Drenagem,Alagamentos,Concluído,Henrique Itiberê da Cunha,BOM RETIRO,Unidade Regional Matriz,08/04/2025,Portal,2025
Solicitação,Secretaria Municipal de Obras Públicas,24/03/2025,Drenagem,Alagamentos,Concluído,Coronel Amazonas Marcondes,CABRAL,Unidade Regional Matriz,31/03/2025,Portal,2025
Solicitação,Secretaria Municipal de Obras Públicas,08/04/2025,Drenagem,Alagamentos,Concluído,RUA LÚCIO RASERA,BIGORRILHO,Unidade Regional Matriz,09/04/2025,Telefone,2025
Solicitação,Secretaria Municipal de Obras Públicas,04/06/2025,Drenagem,Alagamentos,Concluído,RUA DOUTOR MANOEL PEDRO,CABRAL,Unidade Regional Matriz,04/07/2025,Telefone,2025
Solicitação,Secretaria Municipal de Obras Públicas,09/06/2025,Drenagem,Alagamentos,Concluído,LARGO ERASMO DE ROTTERDAM,AHU,Unidade Regional Matriz,17/06/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,22/01/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA MANOELA STIER REISS,UBERABA,Unidade Regional Cajuru,22/01/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,26/01/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua Sofia Dubiella,ABRANCHES,Unidade Regional Boa Vista,28/01/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,28/01/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua Laurentino Rosa Dos Santos,CAJURU,Unidade Regional Cajuru,29/01/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,28/01/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA MARIA BARCHIKI CHINASSO,CAJURU,Unidade Regional Cajuru,29/01/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,28/01/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA DOUTOR JOÃO LUIZ BETTEGA,CAJURU,Unidade Regional Cajuru,28/01/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,28/01/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua Justiniano de Melo Silva,JARDIM SOCIAL,Unidade Regional Matriz,28/01/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,31/01/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua Douglas Victor Novitzki,CIDADE INDUSTRIAL,Unidade Regional CIC,31/01/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,31/01/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA BENEDITO FRANCA,CAPAO DA IMBUIA,Unidade Regional Cajuru,31/01/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,03/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA ABRÃO WINTER,XAXIM,Unidade Regional Boqueirao,03/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,18/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA CHICHORRO JÚNIOR,CABRAL,Unidade Regional Matriz,18/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,18/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA BOM JESUS DE IGUAPE,HAUER,Unidade Regional Boqueirao,18/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,18/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA BALDUR MAGNUS GRUBBA,NOVO MUNDO,Unidade Regional Pinheirinho,18/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,18/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA WATERLOO MARCHESINI,SEMINARIO,Unidade Regional Portao,18/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,18/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua Bom Jesus de Iguape,HAUER,Unidade Regional Boqueirao,18/02/2025,Telefone,2025
