Tipo,Orgao,DataCriacao,Assunto,Subdivisao,Situacao,Logradouro,Bairro,Regional,DataResposta,Origem,source_year
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,27/10/2023,Drenagem,Alagamentos,Concluído,Rua Dona Eleusina Plaisant,SANTA QUITERIA,Unidade Regional Portao,11/12/2023,Portal,2023
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,23/11/2023,Drenagem,Alagamentos,Concluído,RUA SYLSEU PEREIRA ALVES,PILARZINHO,Unidade Regional Boa Vista,07/02/2024,Telefone,2023
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,23/11/2023,Drenagem,Alagamentos,Concluído,TRAV. 26,CIDADE INDUSTRIAL,Unidade Regional CIC,24/11/2023,Telefone,2023
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,07/12/2023,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,ESTRADA DAS OLARIAS,ATUBA,Unidade Regional Boa Vista,07/12/2023,Telefone,2023
Solicitação,SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS,23/11/2023,Drenagem,Alagamentos,Concluído,RUA JOSÉ DE ALENCAR,CRISTO REI,Unidade Regional Matriz,27/12/2023,Telefone,2023
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,23/11/2023,Drenagem,Alagamentos,Concluído,RUA BARTOLOMEU LOURENÇO DE GUSMÃO,BOQUEIRAO,Unidade Regional Boqueirao,29/11/2023,Telefone,2023
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,31/10/2023,Drenagem,Alagamentos,Concluído,Rua Herbert Neal,SANTA QUITERIA,Unidade Regional Portao,30/11/2023,Portal,2023
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,13/11/2023,Drenagem,Alagamentos,Concluído,RUA PEDRO ANTONIO DA COSTA,BOA VISTA,Unidade Regional Boa Vista,14/11/2023,Telefone,2023
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,22/11/2023,Drenagem,Alagamentos,Concluído,RUA PADRE ESTANISLAU CEBULA,CAJURU,Unidade Regional Cajuru,27/11/2023,Telefone,2023
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,27/09/2023,Drenagem,Alagamentos,Concluído,RUA ALBERTO BALHANA,SANTA FELICIDADE,Unidade Regional Santa Felicidade,27/09/2023,Telefone,2023
Solicitação,SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS,04/05/2023,Drenagem,Alagamentos,Concluído,Rua Professor Brandão,ALTO DA RUA XV,Unidade Regional Matriz,30/05/2023,Telefone,2023
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,10/03/2023,Drenagem,Alagamentos,Concluído,RUA PADRE ISAÍAS DE ANDRADE,PAROLIN,Unidade Regional Portao,15/03/2023,Telefone,2023
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,23/11/2023,Drenagem,Alagamentos,Concluído,AVENIDA JUSCELINO KUBITSCHEK DE OLIVEIRA,CIDADE INDUSTRIAL,Unidade Regional CIC,23/11/2023,Telefone,2023
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,10/12/2023,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua João Crysóstomo da Rosa,CAJURU,Unidade Regional Cajuru,10/12/2023,Telefone,2023
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,29/11/2023,Drenagem,Alagamentos,Concluído,RUA PEDRO CORRÊA DA CRUZ,SAO BRAZ,Unidade Regional Santa Felicidade,18/12/2023,Telefone,2023
Solicitação,SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS,23/11/2023,Drenagem,Alagamentos,Concluído,Rua João Negrão,CENTRO,Unidade Regional Matriz,11/12/2023,Portal,2023
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,29/10/2023,Drenagem,Alagamentos,Concluído,Rua Maria Gusso Sforza,PILARZINHO,Unidade Regional Boa Vista,30/10/2023,Telefone,2023
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,16/10/2023,Drenagem,Alagamentos,Concluído,RUA JÚLIO PEREIRA SOBRINHO,CAMPO DE SANTANA,Unidade Regional Tatuquara,23/10/2023,Telefone,2023
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,29/10/2023,Drenagem,Alagamentos,Concluído,Rua João Kryzanowski,CACHOEIRA,Unidade Regional Boa Vista,01/11/2023,Telefone,2023
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,19/12/2023,Drenagem,Alagamentos,Concluído,Rua Professor Manoel de Oliveira Franco Sobrinho,CAMPO DE SANTANA,Unidade Regional Tatuquara,21/12/2023,Portal,2023
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,16/01/2023,Drenagem,Alagamentos,Concluído,RUA ELOY CARLI,TATUQUARA,Unidade Regional Tatuquara,19/01/2023,Telefone,2023
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,27/01/2023,Drenagem,Alagamentos,Concluído,RUA SANTA CATARINA,GUAIRA,Unidade Regional Portao,23/02/2023,Telefone,2023
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,16/01/2023,Drenagem,Alagamentos,Concluído,Rua da Graça,CIDADE INDUSTRIAL,Unidade Regional CIC,20/01/2023,Telefone,2023
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,27/11/2023,Drenagem,Alagamentos,Concluído,Rua Isac de Oliveira,UBERABA,Unidade Regional Cajuru,28/11/2023,Portal,2023
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,22/11/2023,Drenagem,Alagamentos,Concluído,RUA JOSE ANICETO,CIDADE INDUSTRIAL,Unidade Regional CIC,27/11/2023,Telefone,2023
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,03/11/2023,Drenagem,Alagamentos,Concluído,Tenente-Coronel Vilagran Cabrita,ALTO BOQUEIRAO,Unidade Regional Boqueirao,05/02/2024,Telefone,2023
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,29/05/2023,Drenagem,Alagamentos,Concluído,RUA NOVA CANTU,SITIO CERCADO,Unidade Regional Bairro Novo,29/05/2023,Telefone,2023
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,19/11/2023,Drenagem,Alagamentos,Concluído,Vicente Geronasso,BOA VISTA,Unidade Regional Boa Vista,20/11/2023,Telefone,2023
Solicitação,SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS,23/11/2023,Drenagem,Alagamentos,Concluído,RUA VISCONDE DO RIO BRANCO,MERCES,Unidade Regional Matriz,11/12/2023,Telefone,2023
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,16/01/2023,Drenagem,Alagamentos,Concluído,RUA JORNALISTA EMÍLIO ZOLA FLORENZANO,TATUQUARA,Unidade Regional Tatuquara,17/01/2023,Telefone,2023
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,28/02/2023,Drenagem,Alagamentos,Concluído,AVENIDA JUSCELINO KUBITSCHEK DE OLIVEIRA LE,CIDADE INDUSTRIAL,Unidade Regional CIC,01/03/2023,Telefone,2023
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,23/11/2023,Drenagem,Alagamentos,Concluído,Emílio Nichele,CIDADE INDUSTRIAL,Unidade Regional CIC,23/11/2023,Telefone,2023
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,20/07/2023,Drenagem,Alagamentos,Concluído,RUA REZALA SIMÃO,PORTAO,Unidade Regional Portao,01/08/2023,Telefone,2023
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,30/08/2023,Drenagem,Alagamentos,Concluído,ESTRADA VELHA DO BARIGUI,CIDADE INDUSTRIAL,Unidade Regional CIC,31/08/2023,Telefone,2023
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,12/08/2023,Drenagem,Alagamentos,Concluído,RUA CORONEL ALFREDO FERREIRA DA COSTA,JARDIM DAS AMERICAS,Unidade Regional Cajuru,14/08/2023,Telefone,2023
Informação,SECRETARIA DO GOVERNO MUNICIPAL,24/11/2023,Drenagem,Alagamentos,Concluído,Rua Capitão Tenente Maris de Barros,PORTAO,Unidade Regional Portao,08/02/2024,Portal,2023
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,27/10/2023,Drenagem,Alagamentos,Concluído,RUA EDUARDO CARLOS PEREIRA,PORTAO,Unidade Regional Portao,12/03/2024,Telefone,2023
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,06/10/2023,Drenagem,Alagamentos,Concluído,RUA DOUTOR DANILO GOMES,BOQUEIRAO,Unidade Regional Boqueirao,19/10/2023,Telefone,2023
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,05/12/2023,Drenagem,Alagamentos,Respondido pelo responsável,RUA ORLANDO DESTEFANI,SAO BRAZ,Unidade Regional Santa Felicidade,05/12/2023,Telefone,2023
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,15/03/2023,Drenagem,Alagamentos,Concluído,RUA DAVID TOWS,SITIO CERCADO,Unidade Regional Bairro Novo,16/03/2023,Telefone,2023
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,23/12/2023,Drenagem,Alagamentos,Concluído,RUA PROFESSOR ERBO STENZEL,SITIO CERCADO,Unidade Regional Bairro Novo,03/01/2024,Telefone,2023
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,29/11/2023,Drenagem,Alagamentos,Concluído,RUA FLAVIO DALLEGRAVE,BARREIRINHA,Unidade Regional Boa Vista,05/12/2023,Telefone,2023
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,23/11/2023,Drenagem,Alagamentos,Concluído,RUA JOSÉ ALVES PINTO,PILARZINHO,Unidade Regional Boa Vista,28/11/2023,Telefone,2023
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,23/11/2023,Drenagem,Alagamentos,Concluído,RUA CLODOMIRO AVELLEDA,CAMPINA DO SIQUEIRA,Unidade Regional Santa Felicidade,28/11/2023,Telefone,2023
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,16/01/2023,Drenagem,Alagamentos,Concluído,Rua Desembargador Ernâni Almeida de Abreu,TATUQUARA,Unidade Regional Tatuquara,18/01/2023,Telefone,2023
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,22/11/2023,Drenagem,Alagamentos,Concluído,Rua Dovico Dalprá,ABRANCHES,Unidade Regional Boa Vista,19/12/2023,Telefone,2023
Solicitação,SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS,23/11/2023,Drenagem,Alagamentos,Concluído,RUA HERMES FONTES,BATEL,Unidade Regional Matriz,20/12/2023,Telefone,2023
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,16/10/2023,Drenagem,Alagamentos,Concluído,RUA JÚLIO PEREIRA SOBRINHO ,CAMPO DE SANTANA,Unidade Regional Tatuquara,23/10/2023,Telefone,2023
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,27/01/2023,Drenagem,Alagamentos,Concluído,RUA LUDOVICO BAUML,CIDADE INDUSTRIAL,Unidade Regional CIC,06/02/2023,Telefone,2023
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,28/10/2023,Drenagem,Alagamentos,Concluído,RUA BORRAZÓPOLIS,ALTO BOQUEIRAO,Unidade Regional Boqueirao,07/03/2024,Telefone,2023
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,29/11/2023,Drenagem,Alagamentos,Concluído,Rua Manoel Borba Gato,BARREIRINHA,Unidade Regional Boa Vista,12/04/2024,Telefone,2023
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,16/01/2023,Drenagem,Alagamentos,Concluído,Rua Edgard Moutinho Zandoná,CIDADE INDUSTRIAL,Unidade Regional CIC,20/01/2023,Telefone,2023
Reclamação,SECRETARIA DO GOVERNO MUNICIPAL,24/11/2023,Drenagem,Alagamentos,Concluído,Rua Antenor Mallin,PILARZINHO,Unidade Regional Boa Vista,29/11/2023,Telefone,2023
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,13/07/2024,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA MARECHAL TROMPOWSKI,BACACHERI,Unidade Regional Boa Vista,13/07/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,20/03/2024,Drenagem,Alagamentos,Concluído,RUA SERAFIM LUCCA,SAO BRAZ,Unidade Regional Santa Felicidade,02/04/2024,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,19/03/2024,Drenagem,Alagamentos,Concluído,RUA CAPITÃO AMIN MOSSE,ALTO BOQUEIRAO,Unidade Regional Boqueirao,11/04/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,19/03/2024,Drenagem,Alagamentos,Concluído,RUA CORONEL HUGO DE MATTOS MOURA,ALTO BOQUEIRAO,Unidade Regional Boqueirao,11/04/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,19/03/2024,Drenagem,Alagamentos,Concluído,RUA CAPITÃO AMIN MOSSE,ALTO BOQUEIRAO,Unidade Regional Boqueirao,11/04/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,19/03/2024,Drenagem,Alagamentos,Concluído,RUA DINARTE CAPRILHONE,SAO JOAO,Unidade Regional Santa Felicidade,21/03/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,11/10/2024,Drenagem,Alagamentos,Concluído,RUA VEREADOR ANTENOR PAMPHILO DOS SANTOS,VISTA ALEGRE,Unidade Regional Santa Felicidade,14/10/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,11/10/2024,Drenagem,Alagamentos,Concluído,RUA JOÃO BATISTA ZAGONEL PASSOS,XAXIM,Unidade Regional Boqueirao,11/10/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,11/10/2024,Drenagem,Alagamentos,Concluído,RUA VEREADOR ANTENOR PAMPHILO DOS SANTOS,VISTA ALEGRE,Unidade Regional Santa Felicidade,14/10/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,19/03/2024,Drenagem,Alagamentos,Concluído,RUA OLÍMPIO DE PAULA XAVIER,ALTO BOQUEIRAO,Unidade Regional Boqueirao,15/04/2024,Telefone,2024
Solicitação,SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS,20/03/2024,Drenagem,Alagamentos,Concluído,Rua Henrique Itiberê da Cunha,BOM RETIRO,Unidade Regional Matriz,19/04/2024,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,21/03/2024,Drenagem,Alagamentos,Concluído,RUA TIJUCAS DO SUL,SITIO CERCADO,Unidade Regional Bairro Novo,26/03/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,20/03/2024,Drenagem,Alagamentos,Concluído,RUA DAISY LUCI BERNO,GUAIRA,Unidade Regional Portao,19/04/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,18/03/2024,Drenagem,Alagamentos,Concluído,RUA ALFERES MARCILIO MACHADO,BACACHERI,Unidade Regional Boa Vista,10/04/2024,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,18/03/2024,Drenagem,Alagamentos,Concluído,Rua Ata,UBERABA,Unidade Regional Cajuru,26/03/2024,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,19/03/2024,Drenagem,Alagamentos,Concluído,Rua Padre João Rzemelka,CIDADE INDUSTRIAL,Unidade Regional CIC,26/03/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,19/03/2024,Drenagem,Alagamentos,Concluído,Orlando Peruci,BUTIATUVINHA,Unidade Regional Santa Felicidade,22/03/2024,Telefone,2024
Solicitação,SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS,19/03/2024,Drenagem,Alagamentos,Concluído,Rua Professor Lycio Grein de Castro Vellozo,MERCES,Unidade Regional Matriz,26/03/2024,Portal,2024
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,19/03/2024,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Aberto,RUA PEDRO FERRARI,BUTIATUVINHA,Unidade Regional Santa Felicidade,,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,19/03/2024,Drenagem,Alagamentos,Concluído,RUA BERNARDO STAVISKI,CAMPINA DO SIQUEIRA,Unidade Regional Santa Felicidade,27/03/2024,Telefone,2024
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,19/03/2024,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Aberto,RUA DINARTE CAPRILHONE,SAO JOAO,Unidade Regional Santa Felicidade,,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,18/03/2024,Drenagem,Alagamentos,Concluído,Rua Hermínio Cardoso,TINGUI,Unidade Regional Boa Vista,10/04/2024,Portal,2024
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,04/06/2024,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA MARECHAL OCTÁVIO SALDANHA MAZZA,CAPAO RASO,Unidade Regional Pinheirinho,07/06/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,16/07/2024,Drenagem,Alagamentos,Concluído,Rua Jornalista Rubens Ávila,CIDADE INDUSTRIAL,Unidade Regional CIC,18/07/2024,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,07/06/2024,Drenagem,Alagamentos,Concluído,Rua Maria Rosa de Castro Hecke,CACHOEIRA,Unidade Regional Boa Vista,07/06/2024,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,27/03/2024,Drenagem,Alagamentos,Concluído,Rua Desembargador Segismundo Gradowski,CIDADE INDUSTRIAL,Unidade Regional CIC,02/04/2024,Portal,2024
Solicitação,SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS,25/03/2024,Drenagem,Alagamentos,Concluído,Rua Atílio Bório,CRISTO REI,Unidade Regional Matriz,26/03/2024,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,29/11/2024,Drenagem,Alagamentos,Concluído,Rua Professor Fernando Carneiro,CIDADE INDUSTRIAL,Unidade Regional CIC,05/12/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,29/11/2024,Drenagem,Alagamentos,Concluído,Rua Antenor Gomes Camargo,XAXIM,Unidade Regional Boqueirao,02/12/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,29/11/2024,Drenagem,Alagamentos,Aberto,Rua Jacob de Rosso,XAXIM,Unidade Regional Boqueirao,,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,29/11/2024,Drenagem,Alagamentos,Concluído,Rua Antenor Gomes Camargo,XAXIM,Unidade Regional Boqueirao,02/12/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,29/11/2024,Drenagem,Alagamentos,Aberto,Rua Voltaire,BARREIRINHA,Unidade Regional Boa Vista,,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,29/11/2024,Drenagem,Alagamentos,Concluído,RUA BILLY GARMATTER,SITIO CERCADO,Unidade Regional Bairro Novo,13/12/2024,Telefone,2024
Reclamação,SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS,29/11/2024,Drenagem,Alagamentos,Aberto,Rua Padre Camargo,ALTO DA GLORIA,Unidade Regional Matriz,,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,29/11/2024,Drenagem,Alagamentos,Concluído,RUA JOÃO CARLOS DE SOUZA CASTRO,GUABIROTUBA,Unidade Regional Cajuru,06/12/2024,Telefone,2024
Solicitação,SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS,30/11/2024,Drenagem,Alagamentos,Concluído,José de Alencar,CRISTO REI,Unidade Regional Matriz,23/12/2024,Portal,2024
Reclamação,SECRETARIA DO GOVERNO MUNICIPAL,30/11/2024,Drenagem,Alagamentos,Concluído,Procópio Ferreira Martins,CAJURU,Unidade Regional Cajuru,04/12/2024,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,11/06/2024,Drenagem,Alagamentos,Concluído,Rua Raul Leite,BAIRRO ALTO,Unidade Regional Boa Vista,12/06/2024,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,27/07/2024,Drenagem,Alagamentos,Concluído,Rua Professor Rubens Gomes de Souza,TARUMA,Unidade Regional Cajuru,30/07/2024,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,22/07/2024,Drenagem,Alagamentos,Concluído,Rua Pastor Carlos Frank,BOQUEIRAO,Unidade Regional Boqueirao,01/08/2024,Portal,2024
Solicitação,SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS,23/10/2024,Drenagem,Alagamentos,Concluído,Rua Reinaldino Schaffenberg de Quadros,CRISTO REI,Unidade Regional Matriz,25/11/2024,Chat,2024
Reclamação,SECRETARIA DO GOVERNO MUNICIPAL,24/10/2024,Drenagem,Alagamentos,Concluído,Rua Colômbia,BACACHERI,Unidade Regional Boa Vista,04/11/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,05/04/2024,Drenagem,Alagamentos,Concluído,RUA SALVADOR FERRANTE,BOQUEIRAO,Unidade Regional Boqueirao,12/04/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,01/04/2024,Drenagem,Alagamentos,Concluído,Rua Agudos do Sul,SITIO CERCADO,Unidade Regional Bairro Novo,08/04/2024,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,01/04/2024,Drenagem,Alagamentos,Concluído,Rua Professor João Duck Filho,XAXIM,Unidade Regional Boqueirao,13/06/2024,Portal,2024
Solicitação,SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS,21/10/2024,Drenagem,Alagamentos,Concluído,Rua Celeste Santi,AHU,Unidade Regional Matriz,25/11/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,01/04/2024,Drenagem,Alagamentos,Concluído,Rua Agudos do Sul,SITIO CERCADO,Unidade Regional Bairro Novo,04/04/2024,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,23/10/2024,Drenagem,Alagamentos,Concluído,RUA COLOMBIA,BACACHERI,Unidade Regional Boa Vista,04/11/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,23/10/2024,Drenagem,Alagamentos,Concluído,Rua Padre Estanislau Piasecki,CIDADE INDUSTRIAL,Unidade Regional CIC,30/10/2024,Telefone,2024
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,08/12/2024,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua Getúlio Pires de Arruda,CIDADE INDUSTRIAL,Unidade Regional CIC,18/12/2024,Chat,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,08/12/2024,Drenagem,Alagamentos,Concluído,Edelzina de Jesus Santiago,CIDADE INDUSTRIAL,Unidade Regional CIC,11/12/2024,Telefone,2024
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,08/12/2024,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA BISPO DOM JOSÉ,BATEL,Unidade Regional Matriz,18/12/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,02/12/2024,Drenagem,Alagamentos,Concluído,Coronel Baeta de Faria,JARDIM DAS AMERICAS,Unidade Regional Cajuru,09/12/2024,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,02/12/2024,Drenagem,Alagamentos,Concluído,RUA ABELARDO MARTINS,SITIO CERCADO,Unidade Regional Bairro Novo,19/12/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,02/12/2024,Drenagem,Alagamentos,Concluído,Rua Professor Fernando Carneiro,CIDADE INDUSTRIAL,Unidade Regional CIC,05/12/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,07/12/2024,Drenagem,Alagamentos,Concluído,RUA WALDOMIRO DALDIGAN,UBERABA,Unidade Regional Cajuru,10/12/2024,Telefone,2024
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,07/12/2024,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua da Bandeira,CABRAL,Unidade Regional Matriz,18/12/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,07/12/2024,Drenagem,Alagamentos,Concluído,RUA PRESIDENTE WILSON,UBERABA,Unidade Regional Cajuru,12/12/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,04/12/2024,Drenagem,Alagamentos,Aberto,Professor João Duck Filho,XAXIM,Unidade Regional Boqueirao,,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,04/12/2024,Drenagem,Alagamentos,Aberto,Theodorus Maria Gerardus Bon,CAMPO DE SANTANA,Unidade Regional Tatuquara,,Portal,2024
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,07/12/2024,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua Antenor Gomes Camargo,XAXIM,Unidade Regional Boqueirao,07/12/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,07/12/2024,Drenagem,Alagamentos,Aberto,AVENIDA SANTA BERNADETHE,FANNY,Unidade Regional Pinheirinho,,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,07/12/2024,Drenagem,Alagamentos,Concluído,RUA ODILON DE SANTA RITA BORBA,BACACHERI,Unidade Regional Boa Vista,10/12/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,07/12/2024,Drenagem,Alagamentos,Aberto,Carlos Benato,SAO BRAZ,Unidade Regional Santa Felicidade,,Portal,2024
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,07/12/2024,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA STEFAN KIDA,CIDADE INDUSTRIAL,Unidade Regional CIC,07/12/2024,Telefone,2024
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,07/12/2024,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA ANTERO DE QUENTAL,LINDOIA,Unidade Regional Pinheirinho,07/12/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,07/12/2024,Drenagem,Alagamentos,Concluído,Rua Mercedes Stresser,BAIRRO ALTO,Unidade Regional Boa Vista,11/12/2024,Telefone,2024
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,07/12/2024,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA MARILEI CARVALHO,UBERABA,Unidade Regional Cajuru,07/12/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,07/12/2024,Drenagem,Alagamentos,Concluído,Rua Ana Raimunda de Souza,CIDADE INDUSTRIAL,Unidade Regional CIC,11/12/2024,Telefone,2024
