source_year,data_criacao,assunto,subdivisao,situacao,logradouro,bairro,regional,origem,rank_key,geocode_query,confidence_tier,lat,lon,nominatim_display_name,osm_class,osm_type,osm_id,geocode_reason
2026,16/06/2026,Coleta,Entulhos diversos (pequena quantidade),Concluído,Rua José Clementino Bettega,CAPAO RASO,Unidade Regional Pinheirinho,App 156,112658,"Rua José Clementino Bettega, CAPAO RASO, Curitiba, PR, Brasil",strong,-25.4994053,-49.2994625,"Rua José Clementino Bettega, Capão Raso, Curitiba, Paraná, Região Sul, 81130-060, Brasil",,residential,48294509,
2026,16/06/2026,Coleta,Resíduos vegetais de jardim,Concluído,Rua José Clementino Bettega,CAPAO RASO,Unidade Regional Pinheirinho,App 156,112658,"Rua José Clementino Bettega, CAPAO RASO, Curitiba, PR, Brasil",strong,-25.4994053,-49.2994625,"Rua José Clementino Bettega, Capão Raso, Curitiba, Paraná, Região Sul, 81130-060, Brasil",,residential,48294509,
2026,06/02/2026,Trânsito,Fiscalização de estacionamento irregular,Concluído,EMILIANO PER,CENTRO,Unidade Regional Matriz,Telefone,126431,"EMILIANO PER, CENTRO, Curitiba, PR, Brasil",medium,-25.4312608,-49.2712771,"Centro, Curitiba, Paraná, Região Sul, Brasil",,administrative,5621947,fallback_bairro_apos_rua_sem_resultado_em_bbox
2026,03/01/2026,Trânsito,Fiscalização de estacionamento irregular,Concluído,RUA GENERAL CARNEIRO,CENTRO,Unidade Regional Matriz,Telefone,130173,"RUA GENERAL CARNEIRO, CENTRO, Curitiba, PR, Brasil",strong,-25.429499,-49.2600392,"Rua General Carneiro, Centro, Curitiba, Paraná, Região Sul, 80060-140, Brasil",,residential,265615038,
2026,03/01/2026,Trânsito,Fiscalização de estacionamento irregular,Concluído,RUA GENERAL CARNEIRO,CENTRO,Unidade Regional Matriz,Telefone,130173,"RUA GENERAL CARNEIRO, CENTRO, Curitiba, PR, Brasil",strong,-25.429499,-49.2600392,"Rua General Carneiro, Centro, Curitiba, Paraná, Região Sul, 80060-140, Brasil",,residential,265615038,
2026,03/01/2026,Trânsito,Fiscalização de estacionamento irregular,Concluído,RUA GENERAL CARNEIRO,CENTRO,Unidade Regional Matriz,Telefone,130173,"RUA GENERAL CARNEIRO, CENTRO, Curitiba, PR, Brasil",strong,-25.429499,-49.2600392,"Rua General Carneiro, Centro, Curitiba, Paraná, Região Sul, 80060-140, Brasil",,residential,265615038,
2026,28/03/2026,Coleta,Entulhos diversos (pequena quantidade),Concluído,Rua Gilmar José Carneiro,XAXIM,Unidade Regional Boqueirao,App 156,147170,"Rua Gilmar José Carneiro, XAXIM, Curitiba, PR, Brasil",strong,-25.5024313,-49.2622259,"Rua Gilmar José Carneiro, Xaxim, Curitiba, Paraná, Região Sul, 81710-000, Brasil",,residential,84913664,
2026,08/05/2026,Coleta,Resíduos vegetais de jardim,Concluído,Rua Inácio Martins,XAXIM,Unidade Regional Boqueirao,App 156,182228,"Rua Inácio Martins, XAXIM, Curitiba, PR, Brasil",strong,-25.5084314,-49.2578421,"Rua Inácio Martins, Xaxim, Curitiba, Paraná, Região Sul, 81720-140, Brasil",,residential,85034916,
2026,01/04/2026,Coleta,Entulhos diversos (pequena quantidade),Concluído,Rua Visconde do Serro Frio,NOVO MUNDO,Unidade Regional Pinheirinho,App 156,192561,"Rua Visconde do Serro Frio, NOVO MUNDO, Curitiba, PR, Brasil",strong,-25.4860385,-49.3068932,"Rua Visconde do Serro Frio, Vila Uberlândia, Novo Mundo, Curitiba, Paraná, Região Sul, 81050-424, Brasil",,residential,129142024,
2026,17/02/2026,Coleta,Caliças até 5 carrinhos de mão,Concluído,Rua do Tratorista,BOQUEIRAO,Unidade Regional Boqueirao,Telefone,209593,"Rua do Tratorista, BOQUEIRAO, Curitiba, PR, Brasil",strong,-25.5058756,-49.2205477,"Rua do Tratorista, Boqueirão, Curitiba, Paraná, Região Sul, 81730-150, Brasil",,residential,85573727,
2026,01/06/2026,Trânsito,Fiscalização de estacionamento irregular,Concluído,RUA COMENDADOR ARAÚJO,CENTRO,Unidade Regional Matriz,Telefone,237398,"RUA COMENDADOR ARAÚJO, CENTRO, Curitiba, PR, Brasil",strong,-25.4372186,-49.2804412,"Rua Comendador Araújo, Centro, Curitiba, Paraná, Região Sul, 80420-000, Brasil",,residential,29464177,
2026,13/05/2026,Coleta,Entulhos diversos (pequena quantidade),Concluído,Rua Patrício Bagolin,CIDADE INDUSTRIAL,Unidade Regional CIC,App 156,240705,"Rua Patrício Bagolin, CIDADE INDUSTRIAL, Curitiba, PR, Brasil",medium,-25.497993,-49.334522,"Cidade Industrial de Curitiba, Curitiba, Paraná, Região Sul, 81350-260, Brasil",,suburb,3012156952,fallback_bairro_apos_rua_sem_resultado_em_bbox
2026,02/06/2026,Trânsito,Fiscalização de estacionamento irregular,Concluído,ALAMEDA DOUTOR CARLOS DE CARVALHO,BATEL,Unidade Regional Matriz,Telefone,246446,"ALAMEDA DOUTOR CARLOS DE CARVALHO, BATEL, Curitiba, PR, Brasil",strong,-25.4350019,-49.2848897,"Alameda Doutor Carlos de Carvalho, Batel, Curitiba, Paraná, Região Sul, 80240-240, Brasil",,tertiary,1544401273,
2026,13/03/2026,Coleta,Resíduos vegetais de jardim,Concluído,Rua Sociólogo Gilberto Freyre,SANTA FELICIDADE,Unidade Regional Santa Felicidade,App 156,252999,"Rua Sociólogo Gilberto Freyre, SANTA FELICIDADE, Curitiba, PR, Brasil",strong,-25.3851138,-49.3357761,"Rua Sociólogo Gilberto Freyre, Santa Felicidade, Curitiba, Paraná, Região Sul, 82410-220, Brasil",,residential,126812410,
2026,13/03/2026,Árvore,Remoção de tocos / destoca,Concluído,Rua Sociólogo Gilberto Freyre,SANTA FELICIDADE,Unidade Regional Santa Felicidade,App 156,252999,"Rua Sociólogo Gilberto Freyre, SANTA FELICIDADE, Curitiba, PR, Brasil",strong,-25.3851138,-49.3357761,"Rua Sociólogo Gilberto Freyre, Santa Felicidade, Curitiba, Paraná, Região Sul, 82410-220, Brasil",,residential,126812410,
2026,06/04/2026,Coleta,Resíduos vegetais de jardim,Concluído,RUA ISMÊNIA VIEIRA DE ALENCAR,CAPAO RASO,Unidade Regional Pinheirinho,Telefone,264329,"RUA ISMÊNIA VIEIRA DE ALENCAR, CAPAO RASO, Curitiba, PR, Brasil",strong,-25.5012171,-49.287831,"Rua Ismênia Vieira de Alencar, Capão Raso, Curitiba, Paraná, Região Sul, 81110-260, Brasil",,residential,24576818,
2026,22/04/2026,Árvore,Poda de manutenção em árvores,Aberto,RUA ELVIRA DOS SANTOS GOULART,CIDADE INDUSTRIAL,Unidade Regional CIC,Telefone,293348,"RUA ELVIRA DOS SANTOS GOULART, CIDADE INDUSTRIAL, Curitiba, PR, Brasil",strong,-25.5112446,-49.3225252,"Rua Elvira dos Santos Goulart, Cidade Industrial de Curitiba, Curitiba, Paraná, Região Sul, 81305-185, Brasil",,residential,1349608421,
2026,18/01/2026,Coleta,Resíduos vegetais de jardim,Concluído,Rua Major França Gomes,SANTA QUITERIA,Unidade Regional Portao,App 156,321157,"Rua Major França Gomes, SANTA QUITERIA, Curitiba, PR, Brasil",strong,-25.4600245,-49.3134642,"Rua Major França Gomes, Santa Quitéria, Curitiba, Paraná, Região Sul, 80310-410, Brasil",,secondary,99496954,
2026,17/02/2026,Coleta,Entulhos diversos (pequena quantidade),Concluído,RUA ANDRELINO PEREIRA DA SILVA,CAMPO DE SANTANA,Unidade Regional Tatuquara,App 156,324579,"RUA ANDRELINO PEREIRA DA SILVA, CAMPO DE SANTANA, Curitiba, PR, Brasil",strong,-25.5847098,-49.3198437,"Rua Andrelino Pereira da Silva, Vila Olinda II, Campo de Santana, Curitiba, Paraná, Região Sul, 81490-090, Brasil",,residential,169645497,
2026,24/02/2026,Coleta,Resíduos vegetais de jardim,Concluído,RUA ALFERES POLI,PAROLIN,Unidade Regional Portao,Telefone,324925,"RUA ALFERES POLI, PAROLIN, Curitiba, PR, Brasil",strong,-25.4563126,-49.2641066,"Rua Alferes Poli, Parolin, Curitiba, Paraná, Região Sul, 80220-081, Brasil",,tertiary,24783521,
2026,23/04/2026,Coleta,Caliças até 5 carrinhos de mão,Concluído,Rua Manoel Felipe Rodrigues Moraes,CAJURU,Unidade Regional Cajuru,App 156,345406,"Rua Manoel Felipe Rodrigues Moraes, CAJURU, Curitiba, PR, Brasil",strong,-25.4671869,-49.1940255,"Rua Manoel Felipe Rodrigues Moraes, Cajuru, Curitiba, Paraná, Região Sul, 82980-100, Brasil",,residential,163153921,
2026,09/04/2026,Coleta,Resíduos vegetais de jardim,Concluído,RUA VALPARAIZO,BACACHERI,Unidade Regional Boa Vista,Telefone,380468,"RUA VALPARAIZO, BACACHERI, Curitiba, PR, Brasil",medium,-25.3968497,-49.2344563,"Bacacheri, Curitiba, Paraná, Região Sul, Brasil",,administrative,6231364,fallback_bairro_apos_rua_sem_resultado_em_bbox
2026,30/06/2026,Árvore,Poda de manutenção em árvores,Aberto,Rua Luiz França,CAJURU,Unidade Regional Cajuru,App 156,396273,"Rua Luiz França, CAJURU, Curitiba, PR, Brasil",strong,-25.4592361,-49.2160785,"Rua Luiz França, Cajuru, Curitiba, Paraná, Região Sul, 82940-280, Brasil",,secondary,317975012,
2026,30/06/2026,Coleta,Caliças até 5 carrinhos de mão,Concluído,Rua Luiz França,CAJURU,Unidade Regional Cajuru,Telefone,396273,"Rua Luiz França, CAJURU, Curitiba, PR, Brasil",strong,-25.4592361,-49.2160785,"Rua Luiz França, Cajuru, Curitiba, Paraná, Região Sul, 82940-280, Brasil",,secondary,317975012,
2026,30/06/2026,Coleta,Caliças até 5 carrinhos de mão,Concluído,Rua Luiz França,CAJURU,Unidade Regional Cajuru,App 156,396273,"Rua Luiz França, CAJURU, Curitiba, PR, Brasil",strong,-25.4592361,-49.2160785,"Rua Luiz França, Cajuru, Curitiba, Paraná, Região Sul, 82940-280, Brasil",,secondary,317975012,
2026,13/03/2026,Coleta,Caliças até 5 carrinhos de mão,Concluído,Rua Adão Casemiro Troczinski,BARREIRINHA,Unidade Regional Boa Vista,App 156,423612,"Rua Adão Casemiro Troczinski, BARREIRINHA, Curitiba, PR, Brasil",strong,-25.3705564,-49.2508417,"Rua Adão Casemiro Troczinski, Barreirinha, Curitiba, Paraná, Região Sul, 82650-430, Brasil",,residential,162219664,
2026,27/04/2026,Coleta,Resíduos vegetais de jardim,Concluído,Rua Professor Fernando Moreira,MERCES,Unidade Regional Matriz,App 156,498083,"Rua Professor Fernando Moreira, MERCES, Curitiba, PR, Brasil",medium,-25.4293235,-49.2851098,"Canaleta Exclusiva BRT, Rua Brigadeiro Franco, Mercês, Curitiba, Paraná, Região Sul, 80410-140, Brasil",,busway,358926105,
2026,19/02/2026,Coleta,Entulhos diversos (pequena quantidade),Concluído,David Hume,PILARZINHO,Unidade Regional Boa Vista,Telefone,516677,"David Hume, PILARZINHO, Curitiba, PR, Brasil",strong,-25.3900738,-49.286427,"Rua David Hume, Pilarzinho, Curitiba, Paraná, Região Sul, 82110-350, Brasil",,residential,150298835,
2026,05/01/2026,Coleta,Caliças até 5 carrinhos de mão,Concluído,RUA ADELAIDE MATTANA VILLA,UBERABA,Unidade Regional Cajuru,Telefone,528017,"RUA ADELAIDE MATTANA VILLA, UBERABA, Curitiba, PR, Brasil",strong,-25.5006371,-49.2166373,"Rua Adelaide Mattana Villa, Uberaba, Curitiba, Paraná, Região Sul, 81580-420, Brasil",,residential,125391136,
2026,27/05/2026,Coleta,Resíduos vegetais de jardim,Concluído,Rua João Crysóstomo da Rosa,CAJURU,Unidade Regional Cajuru,Portal,528770,"Rua João Crysóstomo da Rosa, CAJURU, Curitiba, PR, Brasil",strong,-25.4486039,-49.2232265,"Rua João Crysóstomo da Rosa, Vila Oficinas, Cajuru, Curitiba, Paraná, Região Sul, 82900-240, Brasil",,residential,263641115,
2026,06/07/2026,Coleta,Resíduos vegetais de jardim,Respondido,Rua Pedro Bellon,CAJURU,Unidade Regional Cajuru,Telefone,574475,"Rua Pedro Bellon, CAJURU, Curitiba, PR, Brasil",strong,-25.4496739,-49.2076525,"Rua Pedro Bellon, Cajuru, Curitiba, Paraná, Região Sul, 82930-000, Brasil",,residential,390291891,
