cluster_id,n_pixels,row_centroid,col_centroid,consensus_basis,index_votes_mean,b08_after_mean,b11_after_mean,b08_before_mean,b11_before_mean,adjudicated,easting,northing,lon,lat
S2WC_05819,598,2335.51,677.54,NDWI_MNDWI_AWEI,2.674,0.0979,0.0843,0.2656,0.2277,false,-43.18,-22.53,-43.176619,-22.533601
S2WC_04829,572,2135.16,56.05,NDWI_MNDWI_AWEI,2.703,0.0925,0.0634,0.3488,0.1747,false,-43.24,-22.51,-43.24388,-22.513566
S2WC_05119,561,2185.32,1512.53,NDWI_MNDWI_AWEI,2.822,0.1062,0.0783,0.3282,0.1829,false,-43.09,-22.52,-43.086252,-22.518582
S2WC_06522,520,2482.89,812.23,NDWI_MNDWI_AWEI,2.71,0.1164,0.065,0.3378,0.1548,false,-43.16,-22.55,-43.162042,-22.548339
S2WC_04551,518,2029.62,1530.74,NDWI_MNDWI_AWEI,2.888,0.1282,0.0823,0.2998,0.1311,false,-43.08,-22.5,-43.084282,-22.503012
S2WC_06097,489,2381.05,1260.02,NDWI_MNDWI_AWEI,2.64,0.1025,0.0554,0.3309,0.1553,false,-43.11,-22.54,-43.11358,-22.538155
S2WC_02416,422,1039.88,1815.4,NDWI_MNDWI_AWEI,2.635,0.1176,0.0949,0.2634,0.2503,false,-43.05,-22.4,-43.053474,-22.404038
S2WC_03593,387,1578.32,488.87,NDWI_MNDWI_AWEI,2.682,0.111,0.0996,0.2455,0.2931,false,-43.2,-22.46,-43.197038,-22.457882
S2WC_05491,387,2256.43,59.34,NDWI_MNDWI_AWEI,2.76,0.1096,0.0725,0.3216,0.1619,false,-43.24,-22.53,-43.243524,-22.525693
S2WC_00742,369,216.95,421.69,NDWI_MNDWI_AWEI,2.734,0.1121,0.079,0.3259,0.1649,false,-43.2,-22.32,-43.204309,-22.321745
S2WC_03620,298,1583.43,1560.16,NDWI_MNDWI_AWEI,2.802,0.1153,0.0673,0.3555,0.1776,false,-43.08,-22.46,-43.081098,-22.458393
S2WC_06537,295,2486.58,675.5,NDWI_MNDWI_AWEI,2.658,0.1212,0.066,0.3621,0.1715,false,-43.18,-22.55,-43.17684,-22.548708
S2WC_05932,271,2344.48,992.81,NDWI_MNDWI_AWEI,2.9,0.1211,0.0755,0.3487,0.1559,false,-43.14,-22.53,-43.142499,-22.534498
S2WC_01249,264,445.39,547.82,NDWI_MNDWI_AWEI,2.652,0.1166,0.0972,0.3516,0.2582,false,-43.19,-22.34,-43.190658,-22.344589
S2WC_05711,264,2305.55,829.23,NDWI_MNDWI_AWEI,2.83,0.1181,0.0783,0.3241,0.161,false,-43.16,-22.53,-43.160202,-22.530605
S2WC_02062,246,884.44,1831.02,NDWI_MNDWI_AWEI,2.78,0.1018,0.0892,0.2799,0.28,false,-43.05,-22.39,-43.051784,-22.388494
S2WC_05640,245,2288.48,1615.62,NDWI_MNDWI_AWEI,2.78,0.1122,0.0705,0.3285,0.1454,false,-43.08,-22.53,-43.075095,-22.528898
S2WC_04995,224,2156.11,1194.52,NDWI_MNDWI_AWEI,2.683,0.1141,0.0714,0.3364,0.1708,false,-43.12,-22.52,-43.120669,-22.515661
S2WC_05690,222,2304.8,1327.88,NDWI_MNDWI_AWEI,2.721,0.1107,0.0799,0.2949,0.2299,false,-43.11,-22.53,-43.106236,-22.53053
S2WC_02098,203,887.68,1794.04,NDWI_MNDWI_AWEI,2.621,0.0953,0.0944,0.2849,0.3435,false,-43.06,-22.39,-43.055786,-22.388818
S2WC_05523,203,2266.27,1681.75,NDWI_MNDWI_AWEI,2.616,0.1088,0.0745,0.3198,0.2059,false,-43.07,-22.53,-43.067938,-22.526677
S2WC_02808,195,1203.77,1415.42,NDWI_MNDWI_AWEI,2.754,0.1145,0.0735,0.3277,0.1732,false,-43.1,-22.42,-43.096762,-22.420427
S2WC_04980,195,2143.32,1551.72,NDWI_MNDWI_AWEI,2.928,0.1253,0.098,0.2857,0.1548,false,-43.08,-22.51,-43.08201,-22.514382
S2WC_06474,192,2466.73,1153.01,NDWI_MNDWI_AWEI,2.792,0.1078,0.0822,0.4419,0.2381,false,-43.13,-22.55,-43.125162,-22.546723
S2WC_04562,191,2023.18,1658.38,NDWI_MNDWI_AWEI,2.995,0.1322,0.1147,0.2388,0.1802,false,-43.07,-22.5,-43.070468,-22.502368
S2WC_05409,181,2224.78,1417.68,NDWI_MNDWI_AWEI,2.956,0.1303,0.0885,0.306,0.1395,false,-43.1,-22.52,-43.096517,-22.522528
S2WC_05924,178,2340.81,959.42,NDWI_MNDWI_AWEI,2.876,0.1246,0.0853,0.3252,0.1486,false,-43.15,-22.53,-43.146112,-22.534131
S2WC_04585,172,2028.84,1687.53,NDWI_MNDWI_AWEI,2.924,0.1197,0.1026,0.2399,0.1832,false,-43.07,-22.5,-43.067312,-22.502934
S2WC_02013,163,855.95,1823.8,NDWI_MNDWI_AWEI,2.448,0.1256,0.097,0.2956,0.279,false,-43.05,-22.39,-43.052565,-22.385645
S2WC_04389,157,1863.48,1419.76,NDWI_MNDWI_AWEI,2.72,0.1207,0.0842,0.2646,0.1736,false,-43.1,-22.49,-43.096292,-22.486398
S2WC_02050,156,869.97,1807.04,NDWI_MNDWI_AWEI,2.756,0.1188,0.1073,0.2993,0.335,false,-43.05,-22.39,-43.054379,-22.387047
S2WC_06096,155,2376.08,1233.75,NDWI_MNDWI_AWEI,2.587,0.1196,0.0612,0.307,0.15,false,-43.12,-22.54,-43.116423,-22.537658
S2WC_05430,148,2235.07,1622.32,NDWI_MNDWI_AWEI,2.649,0.1189,0.0702,0.3217,0.1568,false,-43.07,-22.52,-43.07437,-22.523557
S2WC_04489,147,1976.9,1428.05,NDWI_MNDWI_AWEI,2.918,0.1305,0.0718,0.3439,0.1586,false,-43.1,-22.5,-43.095395,-22.49774
S2WC_04726,144,2074.63,1317.79,NDWI_MNDWI_AWEI,2.576,0.1142,0.067,0.2729,0.1292,false,-43.11,-22.51,-43.107328,-22.507513
S2WC_01193,138,411.92,505.8,NDWI_MNDWI_AWEI,2.732,0.1158,0.0804,0.2868,0.1817,false,-43.2,-22.34,-43.195206,-22.341242
S2WC_01278,134,470.22,577.68,NDWI_MNDWI_AWEI,2.694,0.1116,0.0826,0.3862,0.2235,false,-43.19,-22.35,-43.187427,-22.347072
S2WC_04765,134,2085.34,1113.79,NDWI_MNDWI_AWEI,2.784,0.0978,0.0598,0.3523,0.1876,false,-43.13,-22.51,-43.129406,-22.508584
S2WC_04944,132,2129.11,1182.97,NDWI_MNDWI_AWEI,2.227,0.1272,0.0773,0.3443,0.2618,false,-43.12,-22.51,-43.121919,-22.512961
S2WC_05427,132,2226.2,1182.66,NDWI_MNDWI_AWEI,2.818,0.1161,0.075,0.3607,0.1556,false,-43.12,-22.52,-43.121952,-22.52267
S2WC_05477,131,2244.11,1514.66,NDWI_MNDWI_AWEI,2.771,0.1012,0.0747,0.2903,0.1545,false,-43.09,-22.52,-43.086021,-22.524461
S2WC_02032,130,860.45,1690.13,NDWI_MNDWI_AWEI,2.7,0.1212,0.0637,0.3152,0.1794,false,-43.07,-22.39,-43.067031,-22.386095
S2WC_00802,129,226.74,437.33,NDWI_MNDWI_AWEI,2.868,0.1154,0.0688,0.353,0.1732,false,-43.2,-22.32,-43.202615,-22.322724
S2WC_02417,127,1037.19,344.38,NDWI_MNDWI_AWEI,2.189,0.0985,0.0654,0.3523,0.3338,false,-43.21,-22.4,-43.212676,-22.403769
S2WC_05261,122,2194.61,1263.57,NDWI_MNDWI_AWEI,2.32,0.0914,0.0492,0.2635,0.1556,false,-43.11,-22.52,-43.113195,-22.519511
S2WC_05014,121,2148.5,14.09,NDWI_MNDWI_AWEI,2.339,0.1058,0.0529,0.3773,0.1932,false,-43.25,-22.51,-43.248421,-22.5149
S2WC_05482,121,2253.28,1273.86,NDWI_MNDWI_AWEI,2.471,0.1164,0.0691,0.2639,0.149,false,-43.11,-22.53,-43.112082,-22.525378
S2WC_05558,121,2267.06,50.45,NDWI_MNDWI_AWEI,2.702,0.0904,0.0619,0.3071,0.1556,false,-43.24,-22.53,-43.244485,-22.526756
S2WC_01979,119,844.82,1729.99,NDWI_MNDWI_AWEI,2.782,0.1125,0.0664,0.338,0.1708,false,-43.06,-22.38,-43.062717,-22.384532
S2WC_03997,117,1687.15,412.38,NDWI_MNDWI_AWEI,2.632,0.1301,0.0806,0.2954,0.1373,false,-43.21,-22.47,-43.205316,-22.468765
S2WC_02886,113,1252.03,1455.85,NDWI_MNDWI_AWEI,2.814,0.1268,0.081,0.328,0.1872,false,-43.09,-22.43,-43.092386,-22.425253
S2WC_06216,113,2389.56,918.7,NDWI_MNDWI_AWEI,2.566,0.1166,0.0723,0.3281,0.1916,false,-43.15,-22.54,-43.15052,-22.539006
S2WC_04652,111,2057.67,1592.48,NDWI_MNDWI_AWEI,2.775,0.131,0.1036,0.2776,0.1423,false,-43.08,-22.51,-43.0776,-22.505817
S2WC_04660,111,2056.25,1577.0,NDWI_MNDWI_AWEI,2.874,0.1131,0.0733,0.2911,0.1302,false,-43.08,-22.51,-43.079275,-22.505675
S2WC_04318,110,1799.3,1755.26,NDWI_MNDWI_AWEI,2.909,0.1278,0.0914,0.2985,0.2159,false,-43.06,-22.48,-43.059982,-22.47998
S2WC_00467,107,115.45,1101.94,NDWI_MNDWI_AWEI,2.374,0.0748,0.0677,0.2762,0.2546,false,-43.13,-22.31,-43.130688,-22.311595
S2WC_05479,107,2244.36,1462.49,NDWI_MNDWI_AWEI,3.0,0.1314,0.0965,0.4682,0.2222,false,-43.09,-22.52,-43.091668,-22.524486
S2WC_00342,105,91.34,137.39,NDWI_MNDWI_AWEI,2.514,0.106,0.0664,0.3821,0.2378,false,-43.24,-22.31,-43.235077,-22.309184
S2WC_05040,104,2158.18,1659.62,NDWI_MNDWI_AWEI,2.596,0.1172,0.0887,0.2704,0.1446,false,-43.07,-22.52,-43.070334,-22.515868
S2WC_06175,103,2382.03,849.95,NDWI_MNDWI_AWEI,2.971,0.1343,0.1036,0.3824,0.1741,false,-43.16,-22.54,-43.15796,-22.538253
S2WC_05823,96,2319.39,879.5,NDWI_MNDWI_AWEI,2.667,0.1252,0.0737,0.3272,0.1536,false,-43.15,-22.53,-43.154762,-22.531989
S2WC_04345,95,1828.83,1434.48,NDWI_MNDWI_AWEI,2.8,0.1257,0.0892,0.3036,0.1801,false,-43.09,-22.48,-43.094699,-22.482933
S2WC_00391,92,95.09,1333.28,NDWI_MNDWI_AWEI,2.489,0.1174,0.0954,0.3155,0.1888,false,-43.11,-22.31,-43.105651,-22.309559
S2WC_02566,91,1082.8,1699.23,NDWI_MNDWI_AWEI,2.758,0.118,0.07,0.3298,0.1822,false,-43.07,-22.41,-43.066046,-22.40833
S2WC_00411,90,101.74,329.51,NDWI_MNDWI_AWEI,2.689,0.1326,0.0802,0.3402,0.1799,false,-43.21,-22.31,-43.214285,-22.310224
S2WC_02646,89,1117.17,179.19,NDWI_MNDWI_AWEI,2.191,0.1193,0.0794,0.4339,0.3601,false,-43.23,-22.41,-43.230553,-22.411767
S2WC_06331,89,2410.9,164.09,NDWI_MNDWI_AWEI,2.787,0.1171,0.0743,0.365,0.1692,false,-43.23,-22.54,-43.232187,-22.54114
S2WC_04533,87,2007.7,1834.14,NDWI_MNDWI_AWEI,2.655,0.1048,0.0782,0.351,0.2231,false,-43.05,-22.5,-43.051446,-22.50082
S2WC_05071,87,2163.44,1631.06,NDWI_MNDWI_AWEI,2.828,0.1236,0.0943,0.3053,0.1505,false,-43.07,-22.52,-43.073425,-22.516394
S2WC_05013,86,2146.43,1270.56,NDWI_MNDWI_AWEI,2.884,0.1333,0.0868,0.3118,0.1385,false,-43.11,-22.51,-43.11244,-22.514693
S2WC_02907,85,1265.56,1053.0,NDWI_MNDWI_AWEI,2.682,0.084,0.0791,0.2749,0.2132,false,-43.14,-22.43,-43.135985,-22.426606
S2WC_03282,85,1387.72,1765.62,NDWI_MNDWI_AWEI,2.588,0.1133,0.0919,0.2694,0.2676,false,-43.06,-22.44,-43.058861,-22.438822
S2WC_06319,85,2409.95,1030.18,NDWI_MNDWI_AWEI,2.988,0.1251,0.082,0.3876,0.1881,false,-43.14,-22.54,-43.138455,-22.541045
S2WC_03149,82,1335.77,1477.54,NDWI_MNDWI_AWEI,2.805,0.1291,0.0813,0.3911,0.1803,false,-43.09,-22.43,-43.090039,-22.433627
S2WC_03239,82,1372.18,1703.4,NDWI_MNDWI_AWEI,2.012,0.0807,0.0683,0.2507,0.3583,false,-43.07,-22.44,-43.065595,-22.437268
S2WC_02846,81,1222.68,142.79,NDWI_MNDWI_AWEI,2.0,0.1214,0.0863,0.2837,0.3939,false,-43.23,-22.42,-43.234492,-22.422318
S2WC_06297,80,2402.04,1044.9,NDWI_MNDWI_AWEI,2.95,0.1209,0.1005,0.3236,0.22,false,-43.14,-22.54,-43.136861,-22.540254
S2WC_02500,78,1059.78,1817.97,NDWI_MNDWI_AWEI,2.679,0.1303,0.0842,0.2954,0.1977,false,-43.05,-22.41,-43.053195,-22.406028
S2WC_05091,78,2163.46,1471.96,NDWI_MNDWI_AWEI,2.769,0.1267,0.0903,0.2976,0.1374,false,-43.09,-22.52,-43.090643,-22.516396
S2WC_04125,77,1723.53,414.49,NDWI_MNDWI_AWEI,2.766,0.123,0.0731,0.346,0.1671,false,-43.21,-22.47,-43.205087,-22.472403
S2WC_06397,77,2441.92,815.64,NDWI_MNDWI_AWEI,2.922,0.1292,0.1048,0.3744,0.1774,false,-43.16,-22.54,-43.161674,-22.544242
S2WC_01476,72,551.78,1445.56,NDWI_MNDWI_AWEI,2.833,0.1304,0.0804,0.3109,0.1578,false,-43.09,-22.36,-43.0935,-22.355228
S2WC_01911,72,788.0,1732.31,NDWI_MNDWI_AWEI,2.778,0.1129,0.0984,0.3436,0.2963,false,-43.06,-22.38,-43.062467,-22.37885
S2WC_03510,72,1530.04,1538.0,NDWI_MNDWI_AWEI,2.847,0.1266,0.0724,0.5225,0.261,false,-43.08,-22.45,-43.083496,-22.453054
S2WC_05713,72,2298.94,1128.21,NDWI_MNDWI_AWEI,2.681,0.1218,0.0711,0.2451,0.137,false,-43.13,-22.53,-43.127845,-22.529944
S2WC_01196,71,410.0,432.82,NDWI_MNDWI_AWEI,2.423,0.1302,0.1047,0.361,0.2089,false,-43.2,-22.34,-43.203104,-22.34105
S2WC_02447,71,1038.66,1112.07,NDWI_MNDWI_AWEI,2.099,0.0554,0.0692,0.4541,0.232,false,-43.13,-22.4,-43.129592,-22.403916
S2WC_03157,71,1334.96,1074.39,NDWI_MNDWI_AWEI,2.183,0.0232,0.0277,0.2867,0.1856,false,-43.13,-22.43,-43.133669,-22.433546
S2WC_00148,66,45.98,1412.94,NDWI_MNDWI_AWEI,2.712,0.1179,0.0695,0.3408,0.1927,false,-43.1,-22.3,-43.09703,-22.304648
S2WC_01634,66,626.56,1485.64,NDWI_MNDWI_AWEI,2.727,0.123,0.0797,0.3584,0.1685,false,-43.09,-22.36,-43.089163,-22.362706
S2WC_02263,66,951.94,1173.47,NDWI_MNDWI_AWEI,2.227,0.0813,0.0798,0.3029,0.2359,false,-43.12,-22.4,-43.122947,-22.395244
S2WC_03591,66,1568.45,1588.86,NDWI_MNDWI_AWEI,2.818,0.1145,0.0779,0.4976,0.264,false,-43.08,-22.46,-43.077991,-22.456895
S2WC_03879,66,1660.48,1094.08,NDWI_MNDWI_AWEI,2.727,0.119,0.0797,0.3856,0.1847,false,-43.13,-22.47,-43.131539,-22.466098
S2WC_04956,66,2131.86,8.74,NDWI_MNDWI_AWEI,2.606,0.1109,0.0698,0.3428,0.1814,false,-43.25,-22.51,-43.249,-22.513236
S2WC_06275,66,2397.45,1027.67,NDWI_MNDWI_AWEI,3.0,0.1314,0.0965,0.4106,0.2066,false,-43.14,-22.54,-43.138727,-22.539795
S2WC_04419,64,1890.7,1522.81,NDWI_MNDWI_AWEI,2.625,0.1213,0.1112,0.2408,0.2727,false,-43.09,-22.49,-43.085139,-22.48912
S2WC_04359,63,1848.73,31.03,NDWI_MNDWI_AWEI,2.635,0.1383,0.0778,0.306,0.1512,false,-43.25,-22.48,-43.246587,-22.484923
S2WC_05457,63,2235.97,1197.33,NDWI_MNDWI_AWEI,2.746,0.1115,0.0818,0.2994,0.1789,false,-43.12,-22.52,-43.120364,-22.523647
S2WC_03792,62,1629.13,1130.4,NDWI_MNDWI_AWEI,2.79,0.1056,0.0632,0.379,0.2165,false,-43.13,-22.46,-43.127608,-22.462963
S2WC_03018,61,1286.61,1425.57,NDWI_MNDWI_AWEI,2.639,0.1106,0.0594,0.3527,0.1862,false,-43.1,-22.43,-43.095663,-22.428711
S2WC_03113,61,1325.21,1088.57,NDWI_MNDWI_AWEI,2.295,0.0233,0.0302,0.2157,0.211,false,-43.13,-22.43,-43.132135,-22.432571
S2WC_03193,61,1353.82,1084.87,NDWI_MNDWI_AWEI,2.23,0.081,0.0868,0.2369,0.3007,false,-43.13,-22.44,-43.132536,-22.435432
S2WC_05788,61,2309.11,1161.82,NDWI_MNDWI_AWEI,2.164,0.1216,0.0963,0.239,0.2718,false,-43.12,-22.53,-43.124208,-22.530961
S2WC_04588,59,2029.1,1559.95,NDWI_MNDWI_AWEI,2.746,0.1342,0.0867,0.2939,0.1378,false,-43.08,-22.5,-43.08112,-22.50296
S2WC_00006,58,5.62,270.47,NDWI_MNDWI_AWEI,2.845,0.1313,0.1043,0.3389,0.2407,false,-43.22,-22.3,-43.220675,-22.300612
S2WC_02427,58,1034.03,1712.31,NDWI_MNDWI_AWEI,2.759,0.1281,0.0988,0.3169,0.2105,false,-43.06,-22.4,-43.064631,-22.403453
S2WC_01751,57,686.54,1620.05,NDWI_MNDWI_AWEI,2.789,0.1304,0.0999,0.3804,0.2281,false,-43.07,-22.37,-43.074616,-22.368704
S2WC_04909,56,2116.48,1406.27,NDWI_MNDWI_AWEI,2.536,0.1297,0.0672,0.3063,0.1487,false,-43.1,-22.51,-43.097752,-22.511698
S2WC_06568,56,2493.95,201.3,NDWI_MNDWI_AWEI,2.482,0.1179,0.0711,0.3645,0.2047,false,-43.23,-22.55,-43.22816,-22.549445
S2WC_01361,55,501.42,535.16,NDWI_MNDWI_AWEI,2.618,0.1168,0.1117,0.3344,0.2972,false,-43.19,-22.35,-43.192028,-22.350192
S2WC_05775,55,2314.13,677.89,NDWI_MNDWI_AWEI,2.145,0.0839,0.076,0.2118,0.2481,false,-43.18,-22.53,-43.176581,-22.531463
S2WC_00594,53,150.83,1553.55,NDWI_MNDWI_AWEI,2.717,0.1259,0.0718,0.3939,0.1856,false,-43.08,-22.32,-43.081813,-22.315133
S2WC_01027,53,298.32,1707.75,NDWI_MNDWI_AWEI,2.019,0.1371,0.1077,0.2994,0.4298,false,-43.07,-22.33,-43.065124,-22.329882
S2WC_03980,53,1681.4,389.15,NDWI_MNDWI_AWEI,2.736,0.117,0.0638,0.3575,0.1655,false,-43.21,-22.47,-43.20783,-22.46819
S2WC_06013,53,2353.34,924.49,NDWI_MNDWI_AWEI,2.755,0.1364,0.0745,0.3497,0.1645,false,-43.15,-22.54,-43.149893,-22.535384
S2WC_06499,52,2473.23,1016.15,NDWI_MNDWI_AWEI,2.769,0.0845,0.0463,0.3353,0.1507,false,-43.14,-22.55,-43.139973,-22.547373
S2WC_00427,51,103.0,306.8,NDWI_MNDWI_AWEI,2.294,0.1244,0.1152,0.3479,0.2314,false,-43.22,-22.31,-43.216742,-22.31035
S2WC_02164,51,916.49,1787.55,NDWI_MNDWI_AWEI,2.0,0.1283,0.1139,0.2515,0.3541,false,-43.06,-22.39,-43.056488,-22.391699
S2WC_02866,51,1234.71,1080.57,NDWI_MNDWI_AWEI,2.275,0.0762,0.078,0.2595,0.1853,false,-43.13,-22.42,-43.133001,-22.423521
S2WC_05522,51,2259.37,1455.88,NDWI_MNDWI_AWEI,2.922,0.1319,0.0803,0.3394,0.1594,false,-43.09,-22.53,-43.092383,-22.525987
S2WC_00469,50,112.38,133.32,NDWI_MNDWI_AWEI,2.02,0.0947,0.0432,0.3228,0.168,false,-43.24,-22.31,-43.235517,-22.311288
S2WC_02291,50,964.5,192.38,NDWI_MNDWI_AWEI,2.68,0.1303,0.0847,0.3214,0.2055,false,-43.23,-22.4,-43.229126,-22.3965
S2WC_06254,50,2392.68,862.08,NDWI_MNDWI_AWEI,2.96,0.134,0.1025,0.3738,0.1619,false,-43.16,-22.54,-43.156647,-22.539318
S2WC_01956,49,820.45,1768.27,NDWI_MNDWI_AWEI,2.551,0.12,0.0728,0.3209,0.2195,false,-43.06,-22.38,-43.058575,-22.382095
S2WC_02160,49,909.84,1803.29,NDWI_MNDWI_AWEI,2.02,0.1248,0.1145,0.2429,0.3699,false,-43.05,-22.39,-43.054785,-22.391034
S2WC_03402,49,1434.61,1505.73,NDWI_MNDWI_AWEI,2.49,0.1002,0.0961,0.2321,0.3279,false,-43.09,-22.44,-43.086988,-22.443511
S2WC_04445,49,1912.18,1524.1,NDWI_MNDWI_AWEI,2.816,0.1281,0.1144,0.2171,0.2313,false,-43.08,-22.49,-43.085,-22.491268
S2WC_06352,49,2414.86,748.71,NDWI_MNDWI_AWEI,2.918,0.1308,0.1087,0.3933,0.1827,false,-43.17,-22.54,-43.168916,-22.541536
S2WC_04006,48,1684.6,1626.6,NDWI_MNDWI_AWEI,2.604,0.1185,0.0621,0.3067,0.1718,false,-43.07,-22.47,-43.073906,-22.46851
S2WC_06613,47,2496.0,1083.79,NDWI_MNDWI_AWEI,2.979,0.1217,0.0848,0.3839,0.1864,false,-43.13,-22.55,-43.132653,-22.54965
S2WC_00466,46,108.67,818.37,NDWI_MNDWI_AWEI,2.587,0.1236,0.0616,0.3419,0.1871,false,-43.16,-22.31,-43.161378,-22.310917
S2WC_00725,46,200.85,446.52,NDWI_MNDWI_AWEI,2.674,0.1249,0.0945,0.3336,0.169,false,-43.2,-22.32,-43.201621,-22.320135
S2WC_01037,46,300.43,476.02,NDWI_MNDWI_AWEI,2.739,0.1339,0.0996,0.3249,0.172,false,-43.2,-22.33,-43.198428,-22.330093
S2WC_04735,46,2073.0,1121.15,NDWI_MNDWI_AWEI,2.804,0.1129,0.0545,0.3574,0.1621,false,-43.13,-22.51,-43.128609,-22.50735
S2WC_05734,46,2301.89,659.24,NDWI_MNDWI_AWEI,2.391,0.1149,0.1102,0.2076,0.2877,false,-43.18,-22.53,-43.1786,-22.530239
S2WC_00382,45,98.49,126.22,NDWI_MNDWI_AWEI,2.133,0.0925,0.046,0.3114,0.1723,false,-43.24,-22.31,-43.236285,-22.309899
S2WC_03796,45,1627.84,1118.16,NDWI_MNDWI_AWEI,2.4,0.1206,0.0952,0.3896,0.1913,false,-43.13,-22.46,-43.128933,-22.462834
S2WC_01695,44,664.77,1807.11,NDWI_MNDWI_AWEI,2.409,0.1053,0.1149,0.2381,0.4219,false,-43.05,-22.37,-43.054371,-22.366527
S2WC_03499,44,1531.57,477.77,NDWI_MNDWI_AWEI,2.727,0.1325,0.0882,0.3367,0.1993,false,-43.2,-22.45,-43.198239,-22.453207
S2WC_04946,44,2126.91,1259.27,NDWI_MNDWI_AWEI,2.932,0.1271,0.0872,0.379,0.1752,false,-43.11,-22.51,-43.113661,-22.512741
S2WC_05971,44,2344.95,1161.57,NDWI_MNDWI_AWEI,2.455,0.1072,0.0851,0.2491,0.1345,false,-43.12,-22.53,-43.124235,-22.534545
S2WC_00837,43,239.77,417.88,NDWI_MNDWI_AWEI,2.651,0.1274,0.0907,0.3655,0.2275,false,-43.2,-22.32,-43.20472,-22.324027
S2WC_02876,43,1244.49,1060.74,NDWI_MNDWI_AWEI,2.465,0.0816,0.0716,0.3075,0.1793,false,-43.14,-22.42,-43.135147,-22.424499
S2WC_05732,43,2301.91,1314.77,NDWI_MNDWI_AWEI,2.767,0.123,0.0618,0.3555,0.148,false,-43.11,-22.53,-43.107655,-22.530241
S2WC_01632,42,619.71,1464.6,NDWI_MNDWI_AWEI,2.762,0.1193,0.0615,0.3904,0.1785,false,-43.09,-22.36,-43.09144,-22.362021
S2WC_03278,42,1381.02,1718.36,NDWI_MNDWI_AWEI,2.0,0.0998,0.0673,0.2519,0.2453,false,-43.06,-22.44,-43.063976,-22.438152
S2WC_04046,42,1690.0,998.29,NDWI_MNDWI_AWEI,2.262,0.0826,0.0798,0.3702,0.223,false,-43.14,-22.47,-43.141906,-22.46905
S2WC_04154,42,1735.0,1760.07,NDWI_MNDWI_AWEI,2.81,0.1365,0.0996,0.2911,0.1648,false,-43.06,-22.47,-43.059462,-22.47355
S2WC_04694,42,2065.26,1045.55,NDWI_MNDWI_AWEI,2.714,0.1084,0.0917,0.2766,0.1885,false,-43.14,-22.51,-43.136791,-22.506576
S2WC_06389,42,2435.19,905.17,NDWI_MNDWI_AWEI,2.714,0.1261,0.1005,0.3368,0.2351,false,-43.15,-22.54,-43.151984,-22.543569
S2WC_00476,41,111.83,1258.17,NDWI_MNDWI_AWEI,2.756,0.0986,0.078,0.2765,0.2209,false,-43.11,-22.31,-43.11378,-22.311233
S2WC_02086,41,882.44,106.98,NDWI_MNDWI_AWEI,2.683,0.1124,0.0807,0.3488,0.1971,false,-43.24,-22.39,-43.238368,-22.388294
S2WC_03655,41,1584.07,1538.29,NDWI_MNDWI_AWEI,2.0,0.0986,0.0762,0.2627,0.2976,false,-43.08,-22.46,-43.083464,-22.458457
S2WC_04658,41,2052.71,1119.29,NDWI_MNDWI_AWEI,2.805,0.1254,0.0869,0.3298,0.239,false,-43.13,-22.51,-43.12881,-22.505321
